review_text,rating,sentiment,review_date,city,category,platform,language_mix,review_length,review_id,product_id,product_name,aspects_mentioned
"Amazon pe Bluetooth Speaker purchase kiya, build average hai. Packaging kharab thi, delivery on time thi. Value for money.",1,negative,2023-04-29,Pune,Electronics,Amazon,hindi_english,122,SYN_012367,SYN0012367,Bluetooth Speaker,general
"Powerbank ka performance mast hai, price zyada tha. Return/replace helpful tha. Value for money.",4,positive,2024-07-30,Chennai,Kitchen,Amazon,hindi_english,96,SYN_009271,SYN0009271,Powerbank,general
"Flipkart se Mixer Grinder liya, quality average. Delivery late thi, packaging leak-proof thi. Value for money.",2,negative,2023-12-27,Pune,Home,Flipkart,hindi_english,110,SYN_003976,SYN0003976,Mixer Grinder,general
the fridge is good and cools fastgreat deal 20240 at big billion daysvalue for moneylets review after few months about electricity and performance,4,4,2025-09-18,,General,Flipkart,english,146,ENG_018574,ENGSRC018574,General_Item,general
"I really had liked the packing of this soap. But more than that, I remember as soon as I had unpacked it, the surprising fresh smell coming from it was amazing.The soap foam feels soft, rich and white. It moisturizes the skin perfectly. I have an oily skin so I wanted a soap which can balance the skin moisture, not over moisturizing not drying out the skin. And this soap pretty much does that.Also, it lasts for a good time, also most soaps give up their foaming capability as soon as they become small, but this one still gives great lather. Would recommend to everyone.",4,4,2025-02-08,,General,Amazon,english,574,ENG_001014,ENGSRC001014,General_Item,general
needless to say that its obviously value for moneyit boils water in seconds but only one con is the wire is a little bit short,4,4,2025-10-09,,General,Flipkart,english,126,ENG_005048,ENGSRC005048,General_Item,general
though the build looks good worth for the money but i am unhappy that the small jar is not grinding the ginger garlic to a fine paste other wise rest all is finely grinder,4,4,2024-07-23,,General,Flipkart,english,171,ENG_015224,ENGSRC015224,General_Item,general
all the features remote energy saving is good but the air flow is notits air delivery at max speed is almost the same as the fans costing 14001500 rupeesbuy only if you need for extra features not for air flow or cooling,4,4,2025-07-25,,General,Flipkart,english,220,ENG_005744,ENGSRC005744,General_Item,general
"Nykaa se Matte Lipstick liya, skin pe feel greasy nahi hai. Packaging leak-proof thi. Delivery on time thi. Nahi lena chahiye tha.",5,positive,2025-03-16,Ahmedabad,Beauty,Nykaa,hindi_english,130,SYN_002731,SYN0002731,Matte Lipstick,general
"Nykaa se Kajal liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery late thi. Overall theek hai.",2,negative,2023-08-19,Lucknow,Beauty,Nykaa,hindi_english,114,SYN_003299,SYN0003299,Kajal,general
"Pune me Swiggy ka order diya: Margherita Pizza. Quantity sahi thi, thanda pohoch gaya. Overall theek hai.",2,negative,2023-10-18,Pune,Food,Swiggy,hindi_english,105,SYN_008957,SYN0008957,Margherita Pizza,general
fan is poor its not working like new it is only a showpiece copy of usha bloom fan many peoples are giving 5 stars for additional 1 year warranty,4,4,2025-04-08,,General,Flipkart,english,145,ENG_005859,ENGSRC005859,General_Item,general
fitting is very odd and not of great quality not for rough use at alldisappointed with quality,4,4,2023-01-02,,General,Flipkart,english,94,ENG_034437,ENGSRC034437,General_Item,general
product as described pm 25 reduced to accepted level of below 25 aqi the purifier looks beautiful and is small enough to fit perfectly small apartment like ours super fast delivery by flipkart reached on second day after ordering thanks for wonderful experience,4,4,2023-03-18,,General,Flipkart,english,261,ENG_027852,ENGSRC027852,General_Item,general
Vada Pav ka flavour rich tha. Zomato delivery bahut fast thi. Must try.,1,negative,2025-08-27,Ahmedabad,Food,Zomato,hindi_english,71,SYN_006704,SYN0006704,Vada Pav,general
"Shampoo ka result visible mila, fragrance mild. Price mehenga tha. Value for money.",3,neutral,2023-12-09,Bangalore,Beauty,Nykaa,hindi_english,83,SYN_001969,SYN0001969,Shampoo,general
"Kajal ka result decent mila, fragrance pleasant. Price reasonable. Value for money.",1,negative,2023-01-13,Kolkata,Beauty,Nykaa,hindi_english,83,SYN_004937,SYN0004937,Kajal,general
"Cotton T-Shirt ki stitching flimsy hai, color as shown. Exchange/return helpful tha. Value for money.",5,positive,2024-04-30,Delhi,Fashion,Myntra,hindi_english,101,SYN_002113,SYN0002113,Cotton T-Shirt,general
"Design outdated hai, use karne me thoda complicated. Must try.",3,neutral,2023-06-19,Ahmedabad,Home,Flipkart,hindi_english,62,SYN_000879,SYN0000879,LED Bulb Pack,general
gd if price was ok for all poor people will not be able to buy,4,4,2024-02-20,,General,Flipkart,english,62,ENG_014141,ENGSRC014141,General_Item,general
"Swiggy se Gulab Jamun order kiya, taste average tha, delivery late thi. Packaging leak-proof thi. Nahi lena chahiye tha.",4,positive,2024-09-08,Pune,Food,Swiggy,hindi_english,120,SYN_012990,SYN0012990,Gulab Jamun,general
"Ahmedabad me Swiggy ka order diya: Margherita Pizza. Quantity kaafi thi, garam aaya. Must try.",4,positive,2024-03-15,Ahmedabad,Food,Swiggy,hindi_english,94,SYN_007278,SYN0007278,Margherita Pizza,general
"Swiggy se Chicken Biryani order kiya, taste average tha, delivery on time thi. Packaging leak-proof thi. Value for money.",4,positive,2024-06-28,Hyderabad,Food,Swiggy,hindi_english,121,SYN_005710,SYN0005710,Chicken Biryani,general
"Nykaa se Sunscreen SPF50 liya, skin pe feel lightweight hai. Packaging leak-proof thi. Delivery late thi. Disappointed ho gaya.",4,positive,2024-09-22,Jaipur,Beauty,Nykaa,hindi_english,127,SYN_012079,SYN0012079,Sunscreen SPF50,general
"Zomato pe Samosa mangwaya, theek thaak. Delivery bahut fast thi thi, packaging theek thi. Nahi lena chahiye tha.",3,neutral,2023-02-07,Mumbai,Food,Zomato,hindi_english,112,SYN_006688,SYN0006688,Samosa,general
"Nykaa se Face Wash liya, skin pe feel lightweight hai. Packaging sahi thi. Delivery bahut fast thi. Nahi lena chahiye tha.",1,negative,2024-07-13,Bangalore,Beauty,Nykaa,hindi_english,122,SYN_006419,SYN0006419,Face Wash,general
"Flipkart se Trimmer liya, quality badhiya. Delivery on time thi, packaging kharab thi. Must try.",1,negative,2024-12-05,Pune,Home,Flipkart,hindi_english,96,SYN_010432,SYN0010432,Trimmer,general
"Mixer Grinder ka performance theek tha, price zyada tha. Warranty/return theek tha. Disappointed ho gaya.",1,negative,2024-12-07,Chennai,Home,Flipkart,hindi_english,105,SYN_009983,SYN0009983,Mixer Grinder,general
use this router in our office with 12 pcs awsome performance no lagging run soomthly satisfied to purchase it,4,4,2024-08-20,,General,Flipkart,english,109,ENG_019535,ENGSRC019535,General_Item,general
"Sunscreen SPF50 ka result visible mila, fragrance none. Price zyada tha. Nahi lena chahiye tha.",4,positive,2023-04-14,Hyderabad,Beauty,Nykaa,hindi_english,95,SYN_004630,SYN0004630,Sunscreen SPF50,general
"Face Wash ka result visible mila, fragrance none. Price zyada tha. Disappointed ho gaya.",5,positive,2023-01-07,Lucknow,Beauty,Nykaa,hindi_english,88,SYN_008863,SYN0008863,Face Wash,general
"Restaurant se Tandoori Roti order kiya via Zomato. Portion kam tha, thik temperature. Must try.",2,negative,2025-03-13,Chennai,Food,Zomato,hindi_english,95,SYN_004668,SYN0004668,Tandoori Roti,general
very very best quality i am very impress and so beautiful,4,4,2024-07-29,,General,Flipkart,english,57,ENG_010063,ENGSRC010063,General_Item,general
"Steam Iron ka performance mast tha, price mehenga tha. Warranty/return theek tha. Phir bhi recommend karunga.",5,positive,2023-05-21,Lucknow,Home,Flipkart,hindi_english,109,SYN_000386,SYN0000386,Steam Iron,general
"Price mehenga tha tha, Track Pants overall disappointing. Nahi lena chahiye tha.",5,positive,2023-06-27,Pune,Fashion,Myntra,hindi_english,80,SYN_004187,SYN0004187,Track Pants,general
"Hoodie ki stitching flimsy hai, color vibrant. Exchange/return theek tha. Nahi lena chahiye tha.",2,negative,2023-06-23,Delhi,Fashion,Myntra,hindi_english,96,SYN_005346,SYN0005346,Hoodie,general
"Face Serum ka result visible mila, fragrance none. Price affordable. Must try.",2,negative,2024-10-13,Pune,Beauty,Nykaa,hindi_english,78,SYN_002196,SYN0002196,Face Serum,general
its a very good product helped my child breath free as she is an asthma patient did lot of research before buying air purifier but finally made a good call thanks flipkart for delivering the product in time,4,4,2025-03-12,,General,Flipkart,english,206,ENG_027835,ENGSRC027835,General_Item,general
"Formal Shirt ki stitching badhiya hai, color vibrant. Exchange/return theek tha. Must try.",3,neutral,2025-06-06,Hyderabad,Fashion,Myntra,hindi_english,90,SYN_012635,SYN0012635,Formal Shirt,general
"Swiggy se Paneer Tikka order kiya, taste theek thaak tha, delivery bahut fast thi. Packaging sahi thi. Phir bhi recommend karunga.",3,neutral,2023-03-18,Bangalore,Food,Swiggy,hindi_english,130,SYN_001078,SYN0001078,Paneer Tikka,general
"Bluetooth Speaker ka performance below average tha, price zyada tha. Warranty/return slow tha. Disappointed ho gaya.",5,positive,2024-01-29,Jaipur,Home,Flipkart,hindi_english,116,SYN_006287,SYN0006287,Bluetooth Speaker,general
"Restaurant se Paneer Tikka order kiya via Zomato. Portion sahi tha, thanda pohoch gaya. Must try.",5,positive,2024-03-18,Jaipur,Food,Zomato,hindi_english,97,SYN_005934,SYN0005934,Paneer Tikka,general
very good product and comfortable all the people really i like to the product i feel very happy,4,4,2023-12-25,,General,Flipkart,english,95,ENG_032523,ENGSRC032523,General_Item,general
considering the price factor the best one can get with this range sound quality is average connectivity is good,4,4,2024-02-23,,General,Flipkart,english,111,ENG_021579,ENGSRC021579,General_Item,general
everything is good and awesome but little heating issue other that its good one,4,4,2023-12-01,,General,Flipkart,english,79,ENG_027472,ENGSRC027472,General_Item,general
"Price affordable tha, Sneakers overall disappointing. Phir bhi recommend karunga.",2,negative,2024-05-24,Chennai,Fashion,Myntra,hindi_english,81,SYN_008073,SYN0008073,Sneakers,general
value for money design colour is good only doesnt prevent from sun having transparent,4,4,2023-11-01,,General,Flipkart,english,85,ENG_029981,ENGSRC029981,General_Item,general
"Zomato pe Chole Bhature mangwaya, bland. Delivery late thi thi, packaging sahi thi. Phir bhi recommend karunga.",3,neutral,2024-10-12,Lucknow,Food,Zomato,hindi_english,111,SYN_009544,SYN0009544,Chole Bhature,general
pros1attractive design2 loud sound and bass it is so loud that at highest volume it can act as a speaker idk if this should be in pro or concon1 cant wear it for more than 1hr in a go ears hurt alot and no you dont get used to it it has been over a year 2 mic is not as good as youd expectbetter buy jbl earphones for much lesser price 3poor noise cancellation,4,4,2024-04-01,,General,Flipkart,english,360,ENG_001524,ENGSRC001524,General_Item,general
gives a good extension range however does not support the 5ghz band its got a nice and sleek design,4,4,2023-05-28,,General,Flipkart,english,99,ENG_019588,ENGSRC019588,General_Item,general
this product is value for moneyif you are will to buy then go for itit can used for both gaming and educational purpose,4,4,2025-04-21,,General,Flipkart,english,119,ENG_023091,ENGSRC023091,General_Item,general
"Amazon pe Electric Kettle purchase kiya, build badhiya hai. Packaging theek thi, delivery late thi. Overall theek hai.",1,negative,2023-06-16,Ahmedabad,Home,Amazon,hindi_english,118,SYN_002849,SYN0002849,Electric Kettle,general
"Swiggy se Veg Thali order kiya, taste fresh tha, delivery on time thi. Packaging sahi thi. Nahi lena chahiye tha.",1,negative,2024-09-14,Delhi,Food,Swiggy,hindi_english,113,SYN_012792,SYN0012792,Veg Thali,general
"Restaurant se Veg Pulao order kiya via Zomato. Portion kaafi tha, thanda pohoch gaya. Overall theek hai.",2,negative,2023-08-02,Pune,Food,Zomato,hindi_english,104,SYN_007723,SYN0007723,Veg Pulao,general
"Conditioner ka result visible mila, fragrance pleasant. Price reasonable. Phir bhi recommend karunga.",5,positive,2025-07-14,Bangalore,Beauty,Nykaa,hindi_english,101,SYN_000813,SYN0000813,Conditioner,general
"Restaurant se Butter Chicken order kiya via Zomato. Portion kaafi tha, thik temperature. Must try.",1,negative,2023-09-10,Ahmedabad,Food,Zomato,hindi_english,98,SYN_011194,SYN0011194,Butter Chicken,general
"Flipkart se Bluetooth Speaker liya, quality flimsy. Delivery late thi, packaging sahi thi. Nahi lena chahiye tha.",5,positive,2025-08-17,Delhi,Kitchen,Flipkart,hindi_english,113,SYN_005136,SYN0005136,Bluetooth Speaker,general
"Flipkart se Powerbank liya, quality flimsy. Delivery late thi, packaging kharab thi. Overall theek hai.",4,positive,2023-09-21,Hyderabad,Kitchen,Flipkart,hindi_english,103,SYN_008511,SYN0008511,Powerbank,general
"Kurta Set ki stitching average hai, color thoda fade. Exchange/return helpful tha. Value for money.",1,negative,2024-09-04,Chennai,Fashion,Myntra,hindi_english,99,SYN_007435,SYN0007435,Kurta Set,general
its very good book thanks to srushti mam that she put her efforts and hard work in this book for aspirants like us thank you mamand thank you flipkart for good servicebest online shopping app,4,4,2023-03-25,,General,Flipkart,english,191,ENG_029254,ENGSRC029254,General_Item,general
"Amazon pe Pressure Cooker purchase kiya, build flimsy hai. Packaging sahi thi, delivery bahut fast thi. Disappointed ho gaya.",4,positive,2024-07-06,Pune,Home,Amazon,hindi_english,125,SYN_000937,SYN0000937,Pressure Cooker,general
Butter Chicken ka flavour overpowering tha. Zomato delivery late thi. Nahi lena chahiye tha.,3,neutral,2025-02-06,Delhi,Food,Zomato,hindi_english,92,SYN_011966,SYN0011966,Butter Chicken,general
Hakka Noodles ka flavour overpowering tha. Zomato delivery on time thi. Phir bhi recommend karunga.,3,neutral,2025-03-11,Pune,Food,Zomato,hindi_english,99,SYN_001693,SYN0001693,Hakka Noodles,general
"Zomato pe Tandoori Roti mangwaya, fresh. Delivery bahut fast thi thi, packaging theek thi. Value for money.",1,negative,2023-07-19,Jaipur,Food,Zomato,hindi_english,107,SYN_006217,SYN0006217,Tandoori Roti,general
"Flipkart se Powerbank liya, quality solid. Delivery late thi, packaging sahi thi. Nahi lena chahiye tha.",3,neutral,2023-02-09,Jaipur,Kitchen,Flipkart,hindi_english,104,SYN_009460,SYN0009460,Powerbank,general
"Amazon pe Desk Lamp purchase kiya, build solid hai. Packaging theek thi, delivery bahut fast thi. Phir bhi recommend karunga.",4,positive,2024-01-24,Chennai,Kitchen,Amazon,hindi_english,125,SYN_012528,SYN0012528,Desk Lamp,general
most value for money chimney already using one for past 7 months in other floor this is my second purchase fully satisfied,4,4,2025-05-01,,General,Flipkart,english,122,ENG_003203,ENGSRC003203,General_Item,general
